City,Customer Name,Customer Segment,Order Date,Order ID,Order Priority,Product Category,Product Container,Product Name,Product Sub-Category,Region,Row ID,Ship Date,Ship Mode,State,Zip Code,Customer Age,Discount,Discount %,Number of Records,Order Quantity,Product Base Margin,Profit,Sales,Shipping Cost,Unit Price
Bethel Park,Don Weiss,Corporate,25-04-2015,21573,Critical,Furniture,Small Pack,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",Office Furnishings,East,2988,27-04-2015,Regular Air,Pennsylvania,15102,64,0,0,1,7,0.4,8.02,70.08,3.72,9.48
Mount Vernon,Lindsay Castell,Corporate,21-08-2012,43779,High,Furniture,Large Box,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Office Furnishings,East,6175,24-08-2012,Regular Air,New York,10550,42,0.09,9,1,20,0.59,1397.86,3878.49,21.21,209.84
Smithtown,Ted Butterfield,Corporate,24-01-2013,38048,High,Furniture,Medium Box,DAX Cubicle Frames - 8x10,Office Furnishings,East,5353,25-01-2013,Regular Air,New York,11787,45,0.05,5,1,47,0.55,-136.84,279.01,5.92,5.77
Huntington,Jason Fortune,Corporate,11-11-2012,21922,High,Furniture,Medium Box,DAX Solid Wood Frames,Office Furnishings,East,3060,12-11-2012,Regular Air,West Virginia,25705,44,0.08,8,1,11,0.48,10.58,108.85,6.02,9.77
Upper Arlington,Vivek Grady,Corporate,02-12-2014,33510,High,Furniture,Small Box,Eldon Expressions Mahogany Wood Desk Collection,Office Furnishings,East,4704,03-12-2014,Regular Air,Ohio,43221,59,0.03,3,1,42,0.6,-96.95,267.06,5.22,6.24
Monroeville,Kalyca Meade,Corporate,18-11-2014,21859,High,Furniture,Small Box,"Staples 10"" Round Wall Clock",Office Furnishings,East,3044,19-11-2014,Regular Air,Pennsylvania,15146,59,0.07,7,1,42,0.41,13.31,401.37,5.71,9.74
Camp Springs,Dave Hallsten,Corporate,30-11-2015,614,High,Furniture,Small Pack,Nu-Dell Leatherette Frames,Office Furnishings,East,99,02-12-2015,Regular Air,Maryland,20746,76,0,0,1,41,0.49,163.81,628.22,5,14.34
Montclair,Brendan Murry,Corporate,30-10-2015,26306,Low,Furniture,Large Box,Hon 2111 Invitation™ Series Corner Table,Tables,East,3676,04-11-2015,Regular Air,New Jersey,07042,72,0,0,1,15,0.79,-505.984479,2567.64,69,209.37
North Haven,Rick Duston,Corporate,05-12-2013,46177,Low,Furniture,Large Box,"Tensor ""Hersey Kiss"" Styled Floor Lamp",Office Furnishings,East,6488,05-12-2013,Regular Air,Connecticut,06473,51,0.01,1,1,33,0.73,-292.7,468.46,14.37,12.99
Springfield,Sean O'Donnell,Corporate,14-09-2015,51140,Low,Furniture,Large Box,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Office Furnishings,East,7167,21-09-2015,Regular Air,Ohio,45503,68,0.1,10,1,3,0.59,352.38,394.34,24.49,136.98
Rockland,Bobby Trafton,Corporate,09-12-2015,21344,Low,Furniture,Medium Box,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Office Furnishings,East,2947,16-12-2015,Regular Air,MA,02370,77,0.01,1,1,48,0.76,171.07,2011.46,8.66,41.32
Boardman,Xylona Price,Corporate,06-12-2015,21729,Low,Furniture,Medium Box,Eldon Cleatmat Plus™ Chair Mats for High Pile Carpets,Office Furnishings,East,3021,13-12-2015,Regular Air,Ohio,44512,77,0.08,8,1,14,0.74,-256.93,1082.66,48.2,79.52
Camp Springs,Dave Hallsten,Corporate,25-06-2014,7846,Low,Furniture,Small Box,Regeneration Desk Collection,Office Furnishings,East,1067,25-06-2014,Regular Air,Maryland,20746,56,0.05,5,1,12,0.41,-33.61,26.33,4.86,1.76
Baldwin,Pete Takahito,Corporate,10-11-2015,57699,Low,Furniture,Small Box,Eldon® Wave Desk Accessories,Office Furnishings,East,8091,12-11-2015,Regular Air,Pennsylvania,15234,74,0.09,9,1,20,0.43,-72.23,43.94,5.33,2.08
Danvers,Brad Thomas,Corporate,01-11-2015,37287,Low,Furniture,Small Pack,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Office Furnishings,East,5239,05-11-2015,Regular Air,MA,01923,72,0.09,9,1,18,0.37,2.37,122.41,4.95,6.64
North Arlington,Deanra Eno,Corporate,04-10-2012,44583,Low,Furniture,Wrap Bag,Coloredge Poster Frame,Office Furnishings,East,6299,06-10-2012,Regular Air,New Jersey,07031,43,0.02,2,1,21,0.46,95,315.07,5.3,14.2
Glen Cove,Jennifer Ferguson,Corporate,05-10-2014,13156,Low,Furniture,Wrap Bag,Eldon Radial Chair Mat for Low to Medium Pile Carpets,Office Furnishings,East,1835,10-10-2014,Regular Air,New York,11542,58,0.04,4,1,12,0.65,159.73,502.01,9.2,39.98
South Hadley,Eleni McCrary,Corporate,09-12-2012,51233,Low,Furniture,Wrap Bag,"Master Giant Foot® Doorstop, Safety Yellow",Office Furnishings,East,7179,09-12-2012,Regular Air,MA,01075,44,0.05,5,1,3,0.42,20.12,26.5,4,7.59
Massillon,Matt Connell,Corporate,07-09-2013,29894,Low,Furniture,Wrap Bag,DAX Wood Document Frame.,Office Furnishings,East,4206,16-09-2013,Regular Air,Ohio,44646,49,0.05,5,1,43,0.54,21.08,606.98,6.85,13.73
Lewiston,Carlos Meador,Corporate,24-06-2012,52006,Medium,Furniture,Large Box,Westinghouse Clip-On Gooseneck Lamps,Office Furnishings,East,7295,26-06-2012,Regular Air,Maine,04240,41,0,0,1,42,0.59,-241.63,375.76,10.16,8.37
Bethlehem,Don Weiss,Corporate,10-03-2015,24707,Medium,Furniture,Large Box,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Office Furnishings,East,3471,11-03-2015,Regular Air,Pennsylvania,18018,62,0,0,1,14,0.59,761.04,1961.39,24.49,136.98
Medina,Matt Connell,Corporate,23-05-2014,57185,Medium,Furniture,Large Box,Electrix Fluorescent Magnifier Lamps & Weighted Base,Office Furnishings,East,8003,25-05-2014,Regular Air,Ohio,44256,55,0.06,6,1,28,0.57,385.03,1360.82,10.25,49.34
Somerville,Shirley Jackson,Corporate,24-03-2013,5830,Medium,Furniture,Large Box,Dana Halogen Swing-Arm Architect Lamp,Office Furnishings,East,809,25-03-2013,Regular Air,MA,02145,46,0.07,7,1,49,0.57,241.74,2012.14,14.45,40.97
New City,Logan Haushalter,Corporate,10-01-2013,24740,Medium,Furniture,Medium Box,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Office Furnishings,East,3476,11-01-2013,Regular Air,New York,10956,45,0.04,4,1,11,0.67,160.48,1091.47,39.61,92.23
Dayton,Bill Overfelt,Corporate,23-11-2012,46052,Medium,Furniture,Small Box,"Howard Miller 16"" Diameter Gallery Wall Clock",Office Furnishings,East,6471,25-11-2012,Regular Air,Ohio,45406,44,0.05,5,1,37,0.46,878.21,2374.35,14.48,63.94
Naugatuck,Barry Franz,Corporate,29-11-2013,10209,Medium,Furniture,Small Box,"Linden® 12"" Wall Clock With Oak Frame",Office Furnishings,East,1402,29-11-2013,Regular Air,Connecticut,06770,51,0.09,9,1,14,0.55,-12,461.55,19.99,33.98
Colchester,Craig Yedwab,Corporate,12-05-2015,10688,Medium,Furniture,Wrap Bag,Eldon Econocleat® Chair Mats for Low Pile Carpets,Office Furnishings,East,1485,13-05-2015,Regular Air,Connecticut,06415,65,0.05,5,1,14,0.73,-200.84,618.84,34.2,41.47
Columbus,Ben Ferrer,Corporate,17-09-2012,38915,Medium,Furniture,Wrap Bag,"Master Giant Foot® Doorstop, Safety Yellow",Office Furnishings,East,5482,19-09-2012,Regular Air,Ohio,43229,43,0.07,7,1,34,0.42,24.39,253.6,4,7.59
Youngstown,Jas O'Carroll,Corporate,18-11-2014,29383,Medium,Furniture,Wrap Bag,"Master Giant Foot® Doorstop, Safety Yellow",Office Furnishings,East,4142,19-11-2014,Regular Air,Ohio,44511,59,0.09,9,1,30,0.42,16.97,217.42,4,7.59
Elyria,Guy Phonely,Corporate,17-01-2014,11111,Medium,Furniture,Wrap Bag,Eldon Econocleat® Chair Mats for Low Pile Carpets,Office Furnishings,East,1542,19-01-2014,Regular Air,Ohio,44035,52,0.1,10,1,7,0.73,-59.85,308.52,34.2,41.47
West Mifflin,Barry Franz,Corporate,06-09-2015,1991,Not Specified,Furniture,Large Box,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Office Furnishings,East,286,06-09-2015,Regular Air,Pennsylvania,15122,68,0.09,9,1,27,0.59,921.7,3491.06,24.49,136.98
Canton,Alejandro Grove,Corporate,01-09-2015,30054,Not Specified,Furniture,Small Box,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",Office Furnishings,East,4232,03-09-2015,Regular Air,Ohio,44708,68,0.03,3,1,33,0.57,-9.18,311.19,4.93,9.38
Long Beach,Max Engle,Corporate,07-03-2013,19329,Not Specified,Furniture,Small Box,Staples Plastic Wall Frames,Office Furnishings,East,2670,09-03-2013,Regular Air,New York,11561,46,0.07,7,1,37,0.41,-6.39,281.59,4.95,7.96
Bridgeton,Julia Barnett,Corporate,12-12-2015,59781,Not Specified,Furniture,Small Pack,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Office Furnishings,East,8366,14-12-2015,Regular Air,New Jersey,08302,79,0.02,2,1,18,0.35,1249.43,1837.94,8.99,99.23
Covington,Brian Moss,Corporate,18-10-2012,2086,Critical,Furniture,Medium Box,SAFCO Folding Chair Trolley,Chairs & Chairmats,South,305,21-10-2012,Regular Air,Kentucky,41011,43,0.01,1,1,9,,218.48,1246.68,12.65,128.24
Davie,Jack Garza,Corporate,26-09-2012,20069,Critical,Furniture,Small Box,Eldon Executive Woodline II Cherry Finish Desk Accessories,Office Furnishings,South,2781,28-09-2012,Regular Air,Florida,33314,43,0.07,7,1,6,0.57,-88.35,247.15,18.98,40.89
Oxford,Nona Balk,Corporate,29-07-2015,44423,Critical,Furniture,Small Box,"Eldon® 200 Class™ Desk Accessories, Burgundy",Office Furnishings,South,6277,30-07-2015,Regular Air,Alabama,36203,67,0.08,8,1,39,0.43,-69.27,248.64,5.29,6.28
Huntsville,Nathan Mautz,Corporate,20-01-2013,34661,Critical,Furniture,Small Box,"Linden® 12"" Wall Clock With Oak Frame",Office Furnishings,South,4871,22-01-2013,Regular Air,Alabama,35810,45,0.09,9,1,26,0.55,-175.47,864.16,19.99,33.98
Vestavia Hills,Quincy Jones,Corporate,23-08-2012,10886,Critical,Furniture,Small Pack,"Eldon Regeneration Recycled Desk Accessories, Smoke",Office Furnishings,South,1506,25-08-2012,Regular Air,Alabama,35216,42,0.04,4,1,36,0.53,-112.92,65.42,4.08,1.74
Roswell,Mitch Willingham,Corporate,04-07-2012,1287,High,Furniture,Large Box,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Office Furnishings,South,197,06-07-2012,Regular Air,Georgia,30076,41,0.06,6,1,39,0.79,480.57,3908.65,10.12,105.29
Chattanooga,Randy Ferguson,Corporate,27-02-2013,6272,High,Furniture,Medium Box,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",Office Furnishings,South,874,01-03-2013,Regular Air,Tennessee,37421,46,0.03,3,1,31,0.65,875.45,3232.68,13.99,105.98
Summerville,Michael Grace,Corporate,26-02-2014,50145,High,Furniture,Small Box,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Office Furnishings,South,7025,26-02-2014,Regular Air,South Carolina,29483,53,0,0,1,9,0.44,305.87,458.8,6.77,46.94
Rock Hill,Michael Grace,Corporate,08-05-2014,16128,High,Furniture,Small Box,"Howard Miller 16"" Diameter Gallery Wall Clock",Office Furnishings,South,2231,08-05-2014,Regular Air,South Carolina,29730,55,0.07,7,1,46,0.46,1077.49,2968.66,14.48,63.94
Harrisonburg,Lisa DeCherney,Corporate,02-09-2014,8578,High,Furniture,Small Box,"Staples 10"" Round Wall Clock",Office Furnishings,South,1174,03-09-2014,Regular Air,Virginia,22801,57,0.1,10,1,40,0.41,-1.79,366.87,5.71,9.74
Bristol,Randy Ferguson,Corporate,27-02-2013,6272,High,Furniture,Small Pack,"GE 4 Foot Flourescent Tube, 40 Watt",Office Furnishings,South,871,01-03-2013,Regular Air,Tennessee,37620,46,0.05,5,1,33,0.39,37.9,497.4,8.99,14.98
Danville,Laurel Elliston,Corporate,03-05-2013,12900,High,Furniture,Small Pack,Nu-Dell Executive Frame,Office Furnishings,South,1801,04-05-2013,Regular Air,Virginia,24541,47,0.08,8,1,50,0.48,100.04,627.12,4.98,12.64
Northport,John Lee,Corporate,17-07-2013,16289,High,Furniture,Small Pack,Aluminum Document Frame,Office Furnishings,South,2267,19-07-2013,Regular Air,Alabama,35473,48,0.09,9,1,37,0.55,96.95,426.64,2.85,12.22
Lynchburg,Lisa DeCherney,Corporate,20-12-2015,54791,High,Furniture,Wrap Bag,Ultra Commercial Grade Dual Valve Door Closer,Office Furnishings,South,7646,21-12-2015,Regular Air,Virginia,24501,81,0.01,1,1,27,0.53,514.45,1087.58,3.04,39.89
Summerville,Michael Grace,Corporate,26-02-2014,50145,High,Furniture,Wrap Bag,Flat Face Poster Frame,Office Furnishings,South,7024,27-02-2014,Regular Air,South Carolina,29483,53,0.06,6,1,18,0.43,152.28,325.58,3.62,18.84
Martinez,John Dryer,Corporate,20-01-2013,25155,Low,Furniture,Large Box,Luxo Economy Swing Arm Lamp,Office Furnishings,South,3534,27-01-2013,Regular Air,Georgia,30907,45,0,0,1,48,0.57,-180.45,1038.99,14.87,19.94
Titusville,Joy Daniels,Corporate,13-06-2014,29249,Low,Furniture,Large Box,SAFCO Arco Folding Chair,Chairs & Chairmats,South,4109,17-06-2014,Regular Air,Florida,32780,55,0.1,10,1,12,,454.26,3156.6,24.49,276.2
Ocoee,Susan MacKendrick,Corporate,01-01-2013,710,Low,Furniture,Medium Box,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Office Furnishings,South,110,03-01-2013,Regular Air,Florida,34761,45,0.09,9,1,11,0.76,89.03,447.09,8.66,41.32
Houma,Nick Crebassa,Corporate,16-02-2015,31106,Low,Furniture,Small Box,"Eldon® Executive Woodline II Desk Accessories, Mahogany",Office Furnishings,South,4365,21-02-2015,Regular Air,Louisiana,70364,61,0.03,3,1,7,0.58,66.47,187.33,9.87,25.13
Rome,Maya Herman,Corporate,12-09-2015,27302,Low,Furniture,Small Box,9-3/4 Diameter Round Wall Clock,Office Furnishings,South,3832,12-09-2015,Regular Air,Georgia,30161,68,0.04,4,1,16,0.43,29.76,237.54,8.78,13.79
Newport News,Liz MacKendrick,Corporate,17-11-2013,40775,Low,Furniture,Small Box,"DAX Copper Panel Document Frame, 5 x 7 Size",Office Furnishings,South,5739,22-11-2013,Regular Air,Virginia,23602,51,0.07,7,1,23,0.43,61.69,279.63,5.16,12.58
Bentonville,Steve Chapman,Corporate,31-08-2012,14756,Low,Furniture,Small Pack,"Executive Impressions 13"" Clairmont Wall Clock",Office Furnishings,South,2063,31-08-2012,Regular Air,Arkansas,72712,42,0.06,6,1,2,0.44,-25.38,42.3,6.15,19.23
Gainesville,Roy Skaria,Corporate,12-09-2015,4578,Low,Furniture,Small Pack,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Office Furnishings,South,648,19-09-2015,Regular Air,Florida,32601,68,0.07,7,1,15,0.49,86.33,294.66,6.67,20.24
Newnan,John Dryer,Corporate,13-03-2013,47554,Low,Furniture,Wrap Bag,"Master Giant Foot® Doorstop, Safety Yellow",Office Furnishings,South,6686,20-03-2013,Regular Air,Georgia,30265,46,0.01,1,1,47,0.42,41.58,364.23,4,7.59
Thomasville,Neil Knudson,Corporate,14-06-2015,43045,Medium,Furniture,Large Box,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Office Furnishings,South,6077,16-06-2015,Regular Air,North Carolina,27360,66,0.01,1,1,47,0.79,1126.72,5301.2,10.12,105.29
Winter Garden,Nick Radford,Corporate,15-08-2015,5635,Medium,Furniture,Medium Box,DAX Cubicle Frames - 8x10,Office Furnishings,South,788,17-08-2015,Regular Air,Florida,34787,67,0.09,9,1,50,0.55,-161.56,281.58,5.92,5.77
Savannah,Mitch Willingham,Corporate,13-07-2015,53378,Medium,Furniture,Small Box,"Linden® 12"" Wall Clock With Oak Frame",Office Furnishings,South,7475,14-07-2015,Regular Air,Georgia,31401,66,0.06,6,1,38,0.55,-168.08,1233.76,19.99,33.98
North Miami,Ross Baird,Corporate,11-12-2012,2818,Medium,Furniture,Small Pack,"GE 4 Foot Flourescent Tube, 40 Watt",Office Furnishings,South,420,12-12-2012,Regular Air,Florida,33161,44,0,0,1,39,0.39,44.71,593.21,8.99,14.98
Palm Coast,Helen Andreada,Corporate,07-03-2015,55651,Medium,Furniture,Small Pack,"DAX Metal Frame, Desktop, Stepped-Edge",Office Furnishings,South,7776,10-03-2015,Regular Air,Florida,32137,62,0.01,1,1,41,0.46,120.69,830.53,8.99,20.24
North Miami,Ross Baird,Corporate,11-12-2012,2818,Medium,Furniture,Small Pack,Artistic Insta-Plaque,Office Furnishings,South,419,13-12-2012,Regular Air,Florida,33161,44,0.05,5,1,37,0.46,192.39,565.91,3.73,15.68
Augusta,Peter Fuller,Corporate,21-03-2013,44290,Medium,Furniture,Small Pack,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",Office Furnishings,South,6253,23-03-2013,Regular Air,Georgia,30904,46,0.06,6,1,49,0.51,4.68,508.38,5.4,10.4
Monroe,Sung Shariari,Corporate,09-11-2013,7363,Medium,Furniture,Wrap Bag,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",Office Furnishings,South,1007,11-11-2013,Regular Air,Louisiana,71203,51,0.09,9,1,24,0.67,5.71,875.52,13.99,37.93
Salisbury,Neil Knudson,Corporate,06-11-2015,10951,Not Specified,Furniture,Large Box,"Dana Fluorescent Magnifying Lamp, White, 36""",Office Furnishings,South,1516,06-11-2015,Regular Air,North Carolina,28144,72,0.1,10,1,14,0.55,75.48,677.43,22.24,50.98
Benton,Steve Chapman,Corporate,04-01-2015,7107,Not Specified,Furniture,Medium Box,Eldon Advantage® Foldable Chair Mats for Low Pile Carpets,Office Furnishings,South,985,04-01-2015,Regular Air,Arkansas,72015,60,0.02,2,1,3,0.64,143.08,172.04,11.1,54.2
Athens,Patrick Ryan,Corporate,04-02-2013,27141,Not Specified,Furniture,Small Box,"Eldon Expressions™ Desk Accessory, Wood Photo Frame, Mahogany",Office Furnishings,South,3812,05-02-2013,Regular Air,Georgia,30605,45,0.03,3,1,25,0.56,107.82,495.8,6.38,19.04
Marietta,William Brown,Corporate,21-05-2013,58308,Not Specified,Furniture,Small Box,Contemporary Wood/Metal Frame,Office Furnishings,South,8154,23-05-2013,Regular Air,Georgia,30062,47,0.03,3,1,2,0.5,-23.62,40.34,7.74,16.16
Van Buren,Scot Wooten,Corporate,05-11-2014,51009,Not Specified,Furniture,Small Box,"Eldon® Image Series Desk Accessories, Burgundy",Office Furnishings,South,7150,07-11-2014,Regular Air,Arkansas,72956,58,0.09,9,1,10,0.49,-29.14,48,6.92,4.18
Montclair,Bruce Stewart,Corporate,05-09-2013,36449,Not Specified,Furniture,Small Pack,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Office Furnishings,South,5115,07-09-2013,Regular Air,Virginia,22025,49,0.02,2,1,43,0.49,255.03,927.82,6.67,20.24
Chattanooga,Randy Ferguson,Corporate,23-05-2015,25447,Not Specified,Furniture,Small Pack,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Office Furnishings,South,3568,24-05-2015,Regular Air,Tennessee,37421,65,0.09,9,1,25,0.44,106.98,536.21,8.99,22.72
Hot Springs,John Lee,Corporate,30-04-2013,14855,Not Specified,Furniture,Small Pack,Eldon Pizzaz™ Desk Accessories,Office Furnishings,South,2080,02-05-2013,Regular Air,Arkansas,71901,47,0.1,10,1,48,0.41,-150.53,103.8,4.57,2.23
East Point,Rick Hansen,Corporate,05-05-2014,49346,Not Specified,Furniture,Small Pack,Aluminum Document Frame,Office Furnishings,South,6917,08-05-2014,Regular Air,Georgia,30344,55,0.1,10,1,8,0.55,42.22,94.35,2.85,12.22
Mechanicsville,Liz MacKendrick,Corporate,02-07-2015,37313,Not Specified,Furniture,Wrap Bag,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Office Furnishings,South,5242,03-07-2015,Regular Air,Virginia,23111,66,0,0,1,44,0.78,-634.49,3304.38,37.58,70.71
Oakland,Berenike Kampe,Corporate,03-03-2015,51489,Critical,Furniture,Medium Box,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Office Furnishings,West,7214,05-03-2015,Regular Air,California,94601,62,0.04,4,1,42,0.69,820.94,4846.68,13.99,110.98
Eagle,Darren Powers,Corporate,01-11-2015,32325,Critical,Furniture,Small Box,"Seth Thomas 12"" Clock w/ Goldtone Case",Office Furnishings,West,4544,02-11-2015,Regular Air,Idaho,83616,72,0,0,1,45,0.51,189.28,1103.73,7.58,22.98
Roswell,Cari MacIntyre,Corporate,04-12-2015,59329,Critical,Furniture,Small Box,"Eldon Imàge® Series Desk Accessories, Clear",Office Furnishings,West,8306,06-12-2015,Regular Air,New Mexico,88201,77,0.01,1,1,41,0.42,-165.42,214.23,7.1,4.86
Roswell,Cari MacIntyre,Corporate,04-12-2015,59329,Critical,Furniture,Small Box,Eldon Expressions Mahogany Wood Desk Collection,Office Furnishings,West,8305,04-12-2015,Regular Air,New Mexico,88201,76,0.03,3,1,25,0.6,-64.72,165.62,5.22,6.24
Albuquerque,Lauren Leatherbury,Corporate,30-08-2013,14597,Critical,Furniture,Small Box,Staples Plastic Wall Frames,Office Furnishings,West,2048,31-08-2013,Regular Air,New Mexico,87105,49,0.07,7,1,35,0.41,-36.76,266.64,4.95,7.96
Twentynine Palms,Tamara Willingham,Corporate,03-03-2015,4230,Critical,Furniture,Small Pack,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Office Furnishings,West,615,04-03-2015,Regular Air,California,92277,62,0.05,5,1,18,0.44,21.96,409.16,8.99,22.72
Lakewood,Adam Hart,Corporate,26-10-2014,39041,Critical,Furniture,Wrap Bag,Coloredge Poster Frame,Office Furnishings,West,5506,28-10-2014,Regular Air,California,90712,58,0.06,6,1,23,0.46,36.32,336.86,5.3,14.2
West Jordan,Frank Merwin,Corporate,14-02-2013,47778,Critical,Furniture,Wrap Bag,DAX Wood Document Frame.,Office Furnishings,West,6709,16-02-2013,Regular Air,Utah,84084,46,0.06,6,1,12,0.54,-24.52,174.11,6.85,13.73
Puyallup,Alan Dominguez,Corporate,06-11-2014,4672,Critical,Furniture,Wrap Bag,Deflect-O® Glasstique™ Clear Desk Accessories,Office Furnishings,West,666,07-11-2014,Regular Air,Washington,98373,58,0.08,8,1,20,0.52,-16.64,152.44,3.68,7.7
Albuquerque,Lauren Leatherbury,Corporate,08-01-2015,54307,High,Furniture,Large Box,Tensor Computer Mounted Lamp,Office Furnishings,West,7588,09-01-2015,Regular Air,New Mexico,87105,60,0.01,1,1,15,0.58,-59.64,243.52,13.56,14.89
Twentynine Palms,Tamara Willingham,Corporate,11-12-2014,26464,High,Furniture,Large Box,"Dana Fluorescent Magnifying Lamp, White, 36""",Office Furnishings,West,3706,12-12-2014,Regular Air,California,92277,59,0.06,6,1,26,0.55,75.36,1280.65,22.24,50.98
Gilroy,Cynthia Voltz,Corporate,06-03-2015,13991,High,Furniture,Large Box,Hon 4060 Series Tables,Tables,West,1958,07-03-2015,Regular Air,California,95020,62,0.07,7,1,21,0.63,-742.88,1839.448,69,111.96
Elk Plain,Liz Pelletier,Corporate,15-07-2014,32,High,Furniture,Medium Box,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Office Furnishings,West,3,17-07-2014,Regular Air,Washington,98387,56,0.07,7,1,26,0.65,1054.82,2808.08,5.81,107.53
